word,clean_word,sentiment
انهيار,انهيار,neg
تآمر,تامر,neg
تواطؤ,تواطء,neg
مولع بالقتال,مولع بالقتال,neg
حرق,حرق,neg
هزلي,هزلي,neg
رثى,رثي,neg
مألوف,مالوف,neg
هياج,هياج,neg
الاضطرابات,الاضطرابات,neg
الرضا عن النفس,الرضا النفس,neg
تذمر,تذمر,neg
اشتكى,اشتكي,neg
الشكوى,الشكوي,neg
يشكو,يشكو,neg
شكوى,شكوي,neg
الشكاوى,الشكاوي,neg
مجمع,مجمع,neg
معقد,معقد,neg
تعقيد,تعقيد,neg
متواطئة,متواطءه,neg
إكراه,اكراه,neg
القهري,القهري,neg
تنازل,تنازل,neg
اعترف,اعترف,neg
غرور,غرور,neg
مغرور,مغرور,neg
تركيزات,تركيزات,neg
concens,,neg
قلق,قلق,neg
المعنية,المعنيه,neg
المخاوف,المخاوف,neg
امتياز,امتياز,neg
تنازلات,تنازلات,neg
شجب,شجب,neg
ومدان,ومدان,neg
إدانة,ادانه,neg
مدان,مدان,neg
يدين,يدين,neg
تعطف,تعطف,neg
التنازل,التنازل,neg
متنازل,متنازل,neg
هبوط بالمستوى,هبوط بالمستوي,neg
اعترف,اعترف,neg
اعتراف,اعتراف,neg
اعترافات,اعترافات,neg
حبيس,حبيس,neg
صراع,صراع,neg
يتعارض,يتعارض,neg
متعارض,متعارض,neg
الصراعات,الصراعات,neg
أربك,اربك,neg
مرتبك,مرتبك,neg
مربك,مربك,neg
مواجهة,مواجهه,neg
مواجهة,مواجهه,neg
المواجهة,المواجهه,neg
تخلط,تخلط,neg
مرتبك,مرتبك,neg
يشوش,يشوش,neg
مربك,مربك,neg
ارتباك,ارتباك,neg
التباسات,التباسات,neg
محتقن,محتقن,neg
احتقان,احتقان,neg
سلبيات,سلبيات,neg
conscons,,neg
محافظ,محافظ,neg
واضح,واضح,neg
واضح,واضح,neg
المؤامرات,المءامرات,neg
مؤامرة,مءامره,neg
متآمر,متامر,neg
تآمري,تامري,neg
تآمر,تامر,neg
ذعر,ذعر,neg
معد,معد,neg
لوث,لوث,neg
ملوث,ملوث,neg
يلوث,يلوث,neg
تلويث,تلويث,neg
تلوث,تلوث,neg
احتقار,احتقار,neg
خسيس,خسيس,neg
مزدر,مزدر,neg
باحتقار,باحتقار,neg
تنافس,تنافس,neg
خلاف,خلاف,neg
مثير للنزاع,مثير لنزاع,neg
تتلوى من الألم,تلوي الالم,neg
التشويهات,التشويهات,neg
تعارض,تعارض,neg
تناقض,تناقض,neg
متناقض,متناقض,neg
تضاد,تضاد,neg
مخالفة,مخالفه,neg
تدبر,تدبر,neg
مبدع,مبدع,neg
مثيرة للجدل,مثيره لجدل,neg
جدال,جدال,neg
ملتف,ملتف,neg
تآكل,تاكل,neg
تآكل,تاكل,neg
التآكلات,التاكلات,neg
متآكل,متاكل,neg
فاسد,فاسد,neg
تلف,تلف,neg
المفسدة,المفسده,neg
فساد,فساد,neg
تفسد,تفسد,neg
corruptted,,neg
أكثر تكلفة,تكلفه,neg
تكلفة,تكلفه,neg
تأتي بنتائج عكسية,تاتي بنتاءج عكسيه,neg
نتائج عكسية,نتاءج عكسيه,neg
الانقلابيون,الانقلابيون,neg
طامع,طامع,neg
جبان,جبان,neg
جبان,جبان,neg
crabby,,neg
صدع,صدع,neg
مشقوق,مشقوق,neg
الشقوق,الشقوق,neg
ببراعة,براعه,neg
craftly,,neg
ماكر,ماكر,neg
تشنج,تشنج,neg
ضيق,ضيق,neg
التشنج,التشنج,neg
غريب الأطوار,غريب الاطوار,neg
حماقة,حماقه,neg
كربي,كربي,neg
الفضلات,الفضلات,neg
تحطم,تحطم,neg
تحطمت,تحطمت,neg
حوادث,حوادث,neg
تحطمها,تحطمها,neg
تام,تام,neg
شخص جبان,شخص جبان,neg
بجبن,بجبن,neg
جنون,جنون,neg
الجنون,الجنون,neg
جنون,جنون,neg
مجنون,مجنون,neg
صرير,صرير,neg
يئن تحت وطأتها,يءن وطاتها,neg
صرير,صرير,neg
ساذج,ساذج,neg
زحف,زحف,neg
زحف,زحف,neg
لصوص,لصوص,neg
زاحف,زاحف,neg
تسلل,تسل,neg
جريمة,جريمه,neg
مجرم,مجرم,neg
تذلل,تذل,neg
متذلل,متذل,neg
يتذلل,يتذل,neg
شل,شل,neg
أعرج,اعرج,neg
المقعدين,المقعدين,neg
تعطيل,تعطيل,neg
أزمة,ازمه,neg
الناقد,الناقد,neg
حرج,حرج,neg
نقد,نقد,neg
الانتقادات,الانتقادات,neg
نقد,نقد,neg
انتقدت,انتقدت,neg
انتقاد,انتقاد,neg
النقاد,النقاد,neg
المحسوبية,المحسوبيه,neg
المحتال,المحتال,neg
معوج,معوج,neg
المحتالون,المحتالون,neg
مزدحم,مزدحم,neg
زحام,زحام,neg
نفط خام,نفط خام,neg
قاس,قاس,neg
قسوة,قسوه,neg
خسة,خسه,neg
بوحشية,بوحشيه,neg
القسوة,القسوه,neg
القسوة,القسوه,neg
قسوة,قسوه,neg
تفتت,تفت,neg
تفتت,تفت,neg
تافه,تافه,neg
جعدة,جعده,neg
تكوم,تكوم,neg
يتكوم,يتكوم,neg
سحق,سحق,neg
مهروس,مهروس,neg
الساحق,الساحق,neg
صرخة,صرخه,neg
جدير باللوم,جدير بالوم,neg
مجرم,مجرم,neg
ثقيل,ثقيل,neg
العضو التناسلي النسوي,العضو التناسلي النسوي,neg
cunts,,neg
cuplrit,,neg
لعنة,لعنه,neg
ملعون,ملعون,neg
الشتائم,الشتاءم,neg
جاف,جاف,neg
لعنة,لعنه,neg
العناد,العناد,neg
سفاح,سفاح,neg
ساخر,ساخر,neg
السخرية,السخريه,neg
د * مليون,,neg
ضرر,ضر,neg
التالفة,التالفه,neg
خسائر,خساءر,neg
ضررا,ضرا,neg
اللعنة,العنه,neg
DAMNABLE,,neg
جدير باللعنة,جدير بالعنه,neg
اللعن,العن,neg
ملعون,ملعون,neg
إدانة,ادانه,neg
المثبط,المثبط,neg
خطر,خطر,neg
خطير,خطير,neg
الخطورة,الخطوره,neg
ظلام,ظلام,neg
ظلم,ظلم,neg
مظلمة,مظلمه,neg
قتامة,قتامه,neg
ظلام,ظلام,neg
جبان,جبان,neg
خسيس,خسيس,neg
أرعب,ارعب,neg
شاقة,شاقه,neg
مروع,مروع,neg
بدد,,neg
دوخ,دوخ,neg
مصاب بالدوار,مصاب بالدوار,neg
ميت,ميت,neg
مرهق,مرهق,neg
مأزق,مازق,neg
قاتل,قاتل,neg
الساكنة,الساكنه,neg
أصم,اصم,neg
قلة,قله,neg
الموت,الموت,neg
هزيمة,هزيمه,neg
أهان,اهان,neg
المهانة,المهانه,neg
المخفض,المخفض,neg
قابل للمناقشة,قابل لمناقشه,neg
إفساد,افساد,neg
الفاسق,الفاسق,neg
الفسوق,الفسوق,neg
وهن,وهن,neg
موهنة,موهنه,neg
ضعف,ضعف,neg
دين,دين,neg
الديون,الديون,neg
تفسخ,تفسخ,neg
منحط,منحط,neg
الاضمحلال,الاضمحلال,neg
فاسد,فاسد,neg
خداع,خداع,neg
مخادع,مخادع,neg
بمكر,بمكر,neg
خداع,خداع,neg
خدع,خدع,neg
خداع,خداع,neg
المخادعون,المخادعون,neg
خداع,خداع,neg
خداع,خداع,neg
خادع,خادع,neg
مخادعة,مخادعه,neg
خطب,خطب,neg
هبوط,هبوط,neg
انخفاض,انخفاض,neg
انخفاض,انخفاض,neg
إنقاص,انقاص,neg
متداع للسقوط,متداع لسقوط,neg
تداع,تداع,neg
شجب,شجب,neg
قذف,قذف,neg
افتراءات,افتراءات,neg
افترائي,افتراءي,neg
قذف,قذف,neg
خلل,خل,neg
معيب,معيب,neg
العيوب,العيوب,neg
دفاعي,دفاعي,neg
تحد,تحد,neg
غير هياب,هياب,neg
بتحد,بتحد,neg
القصور,القصور,neg
نقص,نقص,neg
ناقص,ناقص,neg
دنس,دنس,neg
الملوث,الملوث,neg
تشوه,تشوه,neg
مشوه,مشوه,neg
وغش,وغش,neg
الميت,الميت,neg
تحدى,تحدي,neg
منحط,منحط,neg
degenerately,,neg
انحطاط,انحطاط,neg
انحطاط,انحطاط,neg
تتحلل,تحل,neg
مهين,مهين,neg
degradingly,,neg
التجريد من الإنسانية,التجريد الانسانيه,neg
حيون,حيون,neg
تفضل,تفضل,neg
اغتم,اغتم,neg
مكتئب,مكتءب,neg
باكتئاب,باكتءاب,neg
كآبة,كابه,neg
تأخير,تاخير,neg
مؤجل,مءجل,neg
معوق,معوق,neg
التأخير,التاخير,neg
إهمال,اهمال,neg
جانح,جانح,neg
هذياني,هذياني,neg
هذيان,هذيان,neg
ضلل,ضل,neg
مغرور,مغرور,neg
طوفان,طوفان,neg
وهم,وهم,neg
الوهمية,الوهميه,neg
الأوهام,الاوهام,neg
حط من قدر,حط قدر,neg
مهينة,مهينه,neg
زوال,زوال,neg
هدم,هدم,neg
المدمر,المدمر,neg
شيطان,شيطان,neg
شيطاني,شيطاني,neg
شيطنة,شيطنه,neg
التجريح,التجريح,neg
demonizes,,neg
شيطنة,شيطنه,neg
شوش,شوش,neg
محبط,محبط,neg
demoralizingly,,neg
إنكار,انكار,neg
رفض,رفض,neg
وتنفي,وتنفي,neg
شوه سمعة,شوه سمعه,neg
شجب,شجب,neg
كثيف,كثيف,neg
دنت,دنت,neg
تراجع,تراجع,neg
الخدوش,الخدوش,neg
denunciate,,neg
استنكار,استنكار,neg
استنكارات,استنكارات,neg
تنكر,تنكر,neg
نافيا,نافيا,neg
تستنفد,تستنفد,neg
بائس,باءس,neg
بحزن شديد,بحزن شديد,neg
نشجب,نشجب,neg
يستنكر,يستنكر,neg
deploringly,,neg
فسد,فسد,neg
لئيم,لءيم,neg
depravedly,,neg
استنكر,استنكر,neg
خفض,خفض,neg
مكتئب,مكتءب,neg
محزن,محزن,neg
الكآبة,الكابه,neg
منخفض,منخفض,neg
المنخفضات,المنخفضات,neg
حرم,حرم,neg
حرم,حرم,neg
سخر,سخر,neg
سخرية,سخريه,neg
ساخر,ساخر,neg
بسخرية,بسخريه,neg
السخرية,السخريه,neg
ازدرائي,ازدراءي,neg
دنس,دنس,neg
صحراء,صحراء,neg
هجر,هجر,neg
جفف,جف,neg
مجفف,مجف,neg
desititute,,neg
مقفر,مقفر,neg
desolately,,neg
خراب,خراب,neg
يأس,ياس,neg
يائس,ياءس,neg
بيأس,بياس,neg
يائس,ياءس,neg
ماسة,ماسه,neg
يأس,ياس,neg
حقير,حقير,neg
مقيتة,مقيته,neg
احتقر,احتقر,neg
مزدري,مزدري,neg
سلب,سلب,neg
اللص,الص,neg
despondence,,neg
قنوط,قنوط,neg
جزع,جزع,neg
الاحباط,الاحباط,neg
طاغية,طاغيه,neg
استبدادي,استبدادي,neg
استبداد,استبداد,neg
زعزعة الاستقرار,زعزعه الاستقرار,neg
destains,,neg
معدم,معدم,neg
عوز,عوز,neg
هدم,هدم,neg
مدمر,مدمر,neg
تدمير,تدمير,neg
مدمر,مدمر,neg
غير منهجي,منهجي,neg
ردع,ردع,neg
تدهور,تدهور,neg
تدهور,تدهور,neg
تدهور,تدهور,neg
رادع,رادع,neg
أبغض,ابغض,neg
كريه,كريه,neg
detestably,,neg
كرهت,كرهت,neg
كرهه,كره,neg
يحتقر,يحتقر,neg
ينتقص,ينتقص,neg
انتقص,انتقص,neg
ينقص,ينقص,neg
انتقاص,انتقاص,neg
ينتقص,ينتقص,neg
ضرر,ضر,neg
ضار,ضار,neg
دمر,دمر,neg
دمر,دمر,neg
يدمر,يدمر,neg
مدمر,مدمر,neg
مدمر,مدمر,neg
دمار,دمار,neg
انحرف,انحرف,neg
الانحراف,الانحراف,neg
إبليس,ابليس,neg
شيطاني,شيطاني,neg
إلى حد بعيد,حد بعيد,neg
سلوك شيطانى,سلوك شيطاني,neg
وحشية,وحشيه,neg
منحرف,منحرف,neg
مخادع,مخادع,neg
مراوغة,مراوغه,neg
تخلو,تخلو,neg
شيطاني,شيطاني,neg
شيطاني,شيطاني,neg
شيطانية,شيطانيه,neg
تماما,تماما,neg
diappointed,,neg
خطبة لاذعة,خطبه لاذعه,neg
مساجلات,مساجلات,neg
ديك,ديك,neg
دكتاتور,دكتاتور,neg
دكتاتوري,دكتاتوري,neg
مات,مات,neg
مت بصعوبه,مت بصعوبه,neg
توفي,توفي,neg
يموت,يموت,neg
صعب,صعب,neg
الصعوبات,الصعوبات,neg
صعوبة,صعوبه,neg
عدم ثقة بالنفس,ثقه بالنفس,neg
متهدم,متهدم,neg
معضلة,معضله,neg
ديلى دالى,ديلي دالي,neg
خافت,خافت,neg
ضوء السيارة الصغير,ضوء السياره الصغير,neg
ضجيج,ضجيج,neg
قرع,قرع,neg
الضربات,الضربات,neg
أنيق,انيق,neg
رهيب,رهيب,neg
ماسة,ماسه,neg
direness,,neg
قذارة,قذاره,neg
dirtbag,,neg
dirtbags,,neg
الأوساخ,الاوساخ,neg
قذر,قذر,neg
تعطيل,تعطيل,neg
معاق,معاق,neg
تنافر,تنافر,neg
مساوئ,مساوء,neg
المحرومين,المحرومين,neg
غير ملائم,ملاءم,neg
عيوب,عيوب,neg
disaffect,,neg
ساخط,ساخط,neg
disaffirm,,neg
تعارض,تعارض,neg
كريه,كريه,neg
disagreeably,,neg
اختلف,اختلف,neg
متضارب,متضارب,neg
خلاف,خلاف,neg
يعترض,يعترض,neg
رفض,رفض,neg
disapointed,,neg
ديسابوينتينج,ديسابوينتينج,neg
ديسابوينتمينت,ديسابوينتمينت,neg
يخيب,يخيب,neg
خيبة أمل,خيبه امل,neg
خيبة أمل,خيبه امل,neg
مخيب للآمال,مخيب لامال,neg
خيبة أمل,خيبه امل,neg
خيبات الأمل,خيبات الامل,neg
خيبة أمل,خيبه امل,neg
استنكار,استنكار,neg
استنكار,استنكار,neg
رفض,رفض,neg
رافض,رافض,neg
نزع السلاح,نزع السلاح,neg
فوضى,فوضي,neg
كارثة,كارثه,neg
كارثية,كارثيه,neg
كارثي,كارثي,neg
كارثي,كارثي,neg
تنكر,تنكر,neg
إنكار,انكار,neg
جحود,جحود,neg
كفر,كفر,neg
كافر,كافر,neg
تنكر,تنكر,neg
discombobulate,,neg
أحبط,احبط,neg
discomfititure,,neg
إزعاج,ازعاج,neg
أربك,اربك,neg
أقلق,اقلق,neg
مرتبك,مرتبك,neg
مقلق,مقلق,neg
مقلق,مقلق,neg
بائس,باءس,neg
disconsolately,,neg
disconsolation,,neg
استياء,استياء,neg
ساخط,ساخط,neg
discontentedly,,neg
توقف,توقف,neg
انقطاع,انقطاع,neg
متقطع,متقطع,neg
خلاف,خلاف,neg
خلاف,خلاف,neg
متعارض,متعارض,neg
أخزى,اخزي,neg
تثبط,تثبط,neg
تثبيط,تثبيط,neg
معوق عن,معوق,neg
إحباطا,احباطا,neg
فظ,فظ,neg
discourteously,,neg
discoutinous,,neg
تشويه السمعة,تشويه السمعه,neg
متعارض,متعارض,neg
تميز,تميز,neg
تمييز,تميز,neg
تمييزي,تميزي,neg
ازدراء,ازدراء,neg
ازدرى,ازدري,neg
مترفع,مترفع,neg
بازدراء,بازدراء,neg
كره,كره,neg
عار,عار,neg
موصوم,موصوم,neg
مخز,مخز,neg
مخزية,مخزيه,neg
disgruntle,,neg
ناقم,ناقم,neg
قرف,قرف,neg
مشمئز,مشمءز,neg
disgustedly,,neg
disgustful,,neg
disgustfully,,neg
مثير للاشمئزاز,مثير لاشمءزاز,neg
مقرف,مقرف,neg
ثبط العزيمة,ثبط العزيمه,neg
المثبط للهمم,المثبط,neg
يؤسف,يءسف,neg
غير أمين,امين,neg
غير شريفة,شريفه,neg
عدم الأمانة,الامانه,neg
عار,عار,neg
معيب,معيب,neg
dishonorablely,,neg
تحرير من الوهم,تحرير الوهم,neg
خيبة الأمل,خيبه الامل,neg
خيبة الأمل,خيبه الامل,neg
الصحوة,الصحوه,neg
نفور,نفور,neg
راغب عن,راغب,neg
مخادع,مخادع,neg
بمكر,بمكر,neg
تفتت,تفت,neg
تفككت,تفكت,neg
تفكك,تفك,neg
انحلال,انحلال,neg
لا مبالاة,مبالاه,neg
نزيه,نزيه,neg
كراهية,كراهيه,neg
الأشياء التي لم تحبها,الاشياء تحبها,neg
بينما لم يعجب,بينما يعجب,neg
الكره,الكره,neg
خلع,خلع,neg
خائن,خاءن,neg
خيانة,خيانه,neg
كئيب,كءيب,neg
ذريعا,ذريعا,neg
الكآبة,الكابه,neg
فزع,فزع,neg
بالفزع,بالفزع,neg
رعبا,رعبا,neg
إثارة للرعب,اثاره لرعب,neg
رافض,رافض,neg
باستخفاف,باستخفاف,neg
عصيان,عصيان,neg
عاص,عاص,neg
عصى,عصي,neg
disoobedient,,neg
اضطراب,اضطراب,neg
مضطرب,مضطرب,neg
مضطرب,مضطرب,neg
مشوش,مشوش,neg
تضليل,تضليل,neg
مشوشا,مشوشا,neg
تنكر,تنكر,neg
انتقص,انتقص,neg
مذم,مذم,neg
استخفافا,استخفافا,neg
غير ضروري,ضروري,neg
وقع الكآبة في النفس,وقع الكابه النفس,neg
كئيب,كءيب,neg
dispiritedly,,neg
تحطيم المعنويات,تحطيم المعنويات,neg
تهجير,تهجير,neg
المشردون,المشردون,neg
أثار الاستياء,اثار الاستياء,neg
مستاء,مستاء,neg
الاستياء,الاستياء,neg
استياء,استياء,neg
غير متكافئ مع,متكافء,neg
دحض,دحض,neg
فيه نظر,نظر,neg
خلاف,خلاف,neg
المتنازع عليها,المتنازع,neg
قلق,قلق,neg
مقلق,مقلق,neg
disquietingly,,neg
قلق,قلق,neg
تجاهل,تجاهل,neg
مهمل,مهمل,neg
سيء السمعة,سيء السمعه,neg
مذموم,مذموم,neg
ازدراء,ازدراء,neg
disrespectable,,neg
disrespectablity,,neg
قليل الاحترام للآخرين,قليل الاحترام لاخرين,neg
عديم الإحترام,عديم الاحترام,neg
disrespectfulness,,neg
عدم احترام,احترام,neg
تعطيل,تعطيل,neg
اضطراب,اضطراب,neg
مدمرة,مدمره,neg
ديس,ديس,neg
dissapointed,,neg
dissappointed,,neg
الاحباط,الاحباط,neg
استياء,استياء,neg
خلل وظيفي,خل وظيفي,neg
مستاء,مستاء,neg
dissatisfies,,neg
أثار الاستياء,اثار الاستياء,neg
الإستياء,الاستياء,neg
dissed,,neg
راءى,راءي,neg
مرائي,مراءي,neg
شقاق,شقاق,neg
معارضة,معارضه,neg
المنشق,المنشق,neg
انشقاق,انشقاق,neg
خدمة سيئة,خدمه سيءه,neg
disses,,neg
انشقاق,انشقاق,neg
منشق,منشق,neg
المنشقين,المنشقين,neg
ديسينغ,ديسينغ,neg
المستهينة,المستهينه,neg
فاجر,فاجر,neg
انحلال,انحلال,neg
تنافر,تنافر,neg
متنافر,متنافر,neg
dissonantly,,neg
ثنى,ثني,neg
رادعة,رادعه,neg
distains,,neg
نفور,نفور,neg
كريه,كريه,neg
باشمئزاز,باشمءزاز,neg
شوه,شوه,neg
مشوه,مشوه,neg
تشويه,تشويه,neg
يشوه,يشوه,neg
صرف الانتباه,صرف الانتباه,neg
تشتيت,تشتيت,neg
إلهاء,الهاء,neg
ذاهل,ذاهل,neg
distraughtly,,neg
distraughtness,,neg
محنة,محنه,neg
محزن,محزن,neg
محزن,محزن,neg
الخيبة,الخيبه,neg
عدم ثقة,ثقه,neg
مرتاب,مرتاب,neg
عدم الثقة,الثقه,neg
أزعج,ازعج,neg
إزعاج,ازعاج,neg
مختل,مختل,neg
مقلق,مقلق,neg
مقلق,مقلق,neg
شقاق,شقاق,neg
disvalue,,neg
متشعب,متشعب,neg
مسبب للخلاف,مسب لخلاف,neg
divisively,,neg
الانقسام,الانقسام,neg
dizzing,,neg
dizzingly,,neg
مصاب بدوار,مصاب بدوار,neg
خرف,خرف,neg
dodgey,,neg
عنيد,عنيد,neg
بإصرار,باصرار,neg
عقائدي,عقاءدي,neg
ركود,ركود,neg
استبد,استبد,neg
مستبد,مستبد,neg
donside,,neg
الموت,الموت,neg
محكوم,محكوم,neg
يوم القيامة,القيامه,neg
مخدر,مخدر,neg
شك,شك,neg
مشكوك فيه,مشكوك,neg
بارتياب,بارتياب,neg
شكوك,شكوك,neg
douchbag,,neg
douchebag,,neg
douchebags,,neg
متشائم,متشاءم,neg
مسبل,مسبل,neg
داونر,داونر,neg
سقوط,سقوط,neg
downfallen,,neg
تخفيض التصنيف الائتماني,تخفيض التصنيف الاءتماني,neg
مكتئب,مكتءب,neg
downheartedly,,neg
انحدار,انحدار,neg
الجانب السلبي,الجانب السلبي,neg
سلبيات,سلبيات,neg
الانكماش,الانكماش,neg
الركود,الركود,neg
مومس,مومس,neg
شديدة القسوة,شديده القسوه,neg
draconic,,neg
سحب,سحب,neg
جر,جر,neg
سحب,سحب,neg
جندي في سلاح الفرسان,جندي سلاح الفرسان,neg
تستمر,تستمر,neg
استنزاف,استنزاف,neg
استنزفت,استنزفت,neg
استنزاف,استنزاف,neg
المصارف,المصارف,neg
متطرف,متطرف,neg
بشكل كبير,كبير,neg
عقبة,عقبه,neg
عيوب,عيوب,neg
فزع,فزع,neg
مروع,مروع,neg
مخيف,مخيف,neg
الفزاعة,الفزاعه,neg
كئيب,كءيب,neg
مقطر,مقطر,neg
تقطر,تقطر,neg
غبي,غبي,neg
القطرات,القطرات,neg
طائرات بدون طيار,طاءرات بدون طيار,neg
تدلى,تدلي,neg
يتدلى,يتدلي,neg
ترك,,neg
متسربين,متسربين,neg
ترك,,neg
المتسربين,المتسربين,neg
جفاف,جفاف,neg
غرق,غرق,neg
سكران,سكران,neg
سكير,سكير,neg
مخمور,مخمور,neg
مشكوك فيه,مشكوك,neg
يسجل,يسجل,neg
مشكوك فيه,مشكوك,neg
فشل,فشل,neg
ممل,مل,neg
المغفل,المغفل,neg
أبكم,ابكم,neg
صعق,صعق,neg
نفاية,نفايه,neg
ملقاة,ملقاه,neg
الإغراق,الاغراق,neg
نفايات,نفايات,neg
غبي,غبي,neg
زنزانة,زنزانه,neg
الأبراج المحصنة,الابراج المحصنه,neg
مغفل,مغفل,neg
غبار,غبار,neg
مغبر,مغبر,neg
تناقص,تناقص,neg
وفاة,وفاه,neg
earsplitting,,neg
غريب الأطوار,غريب الاطوار,neg
شذوذ,شذوذ,neg
تمثال,تمثال,neg
وقاحة,وقاحه,neg
أناني,اناني,neg
نرجسية,نرجسيه,neg
غرور,غرور,neg
مغرور,مغرور,neg
egotistically,,neg
فاضح,فاضح,neg
فاضح,فاضح,neg
الانتخابات مناور,الانتخابات مناور,neg
إزالة,ازاله,neg
هازل,هازل,neg
خصى,خصي,neg
أربك,اربك,neg
مربك,مربك,neg
إلى حد مربك,حد مربك,neg
حيرة,حيره,neg
في ورطة مخرب,ورطه مخرب,neg
ورط,ورط,neg
متورط,متورط,neg
تورط,تورط,neg
حالة طوارئ,حاله طوارء,neg
مؤكد,مءكد,neg
بشكل قاطع,قاطع,neg
فراغ,فراغ,neg
تعدى,تعدي,neg
تجاوز,تجاوز,neg
يعرض للخطر,يعرض لخطر,neg
الأعداء,الاعداء,neg
العدو,العدو,neg
واهن,واهن,neg
أضعف,اضعف,neg
اشعال,اشعال,neg
بابتلاع,بابتلاع,neg
أمر,امر,neg
عداوة,عداوه,neg
غضب,غضب,neg
غاضب,غاضب,neg
إغاظة,اغاظه,neg
استعبد,استعبد,neg
وقع في الشرك,وقع الشرك,neg
تشابك,تشابك,neg
اصطاد,اصطاد,neg
انحباس,انحباس,neg
حسود,حسود,neg
الحسد,الحسد,neg
الحسد,الحسد,neg
وباء,وباء,neg
مبهم,مبهم,neg
محو,محو,neg
تآكل,تاكل,neg
يتآكل,يتاكل,neg
التعرية,التعريه,neg
أخطأ,اخطا,neg
هائم على وجهه,هاءم وجه,neg
شارد,شارد,neg
بغلط,بغلط,neg
خاطئ,خاطء,neg
خطأ,خطا,neg
خطأ,خطا,neg
أخطاء,اخطاء,neg
الثورات,الثورات,neg
مغامرة,مغامره,neg
تجنب,تجنب,neg
المبعدة,المبعده,neg
تهرب,تهرب,neg
تملص,تملص,neg
مراوغ,مراوغ,neg
شر,شر,neg
الفاسق,الفاسق,neg
الشرور,الشرور,neg
نزع الاحشاء,نزع الاحشاء,neg
فاقم,فاقم,neg
exagerate,,neg
exagerated,,neg
exagerates,,neg
بالغ,بالغ,neg
مبالغة,مبالغه,neg
أسخط,اسخط,neg
باستياء,باستياء,neg
ساخط,ساخط,neg
exasperatingly,,neg
سخط,سخط,neg
مفرط,مفرط,neg
بإفراط,بافراط,neg
إقصاء,اقصاء,neg
ننتقد,نتقد,neg
موجع,موجع,neg
لايطاق,لايطاق,neg
عذر,عذر,neg
الأعذار,الاعذار,neg
لعن,لعن,neg
العادم,العادم,neg
منهك,منهك,neg
إنهاك,انهاك,neg
عوادم,عوادم,neg
رحيلنا,رحيلنا,neg
وعظ,وعظ,neg
منفى,منفي,neg
باهظ,باهظ,neg
exorbitantance,,neg
باهظة,باهظه,neg
طرد,طرد,neg
مكلفة,مكلفه,neg
تنقضي,تنقضي,neg
منتهية الصلاحية,منتهيه الصلاحيه,neg
تفجر,تفجر,neg
استغلال,استغلال,neg
استغلال,استغلال,neg
مادة متفجرة,ماده متفجره,neg
مصادرة,مصادره,neg
مصادرة,مصادره,neg
expulse,,neg
محا,محا,neg
إبادة,اباده,neg
إبادة,اباده,neg
إطفاء,اطفاء,neg
ابتزاز,ابتزاز,neg
ابتزاز,ابتزاز,neg
غريب,غريب,neg
تبذير,تبذير,neg
مفرط,مفرط,neg
باسراف,باسراف,neg
التطرف,التطرف,neg
متطرف,متطرف,neg
المتطرفين,المتطرفين,neg
قذى للعين,قذي لعين,neg
و ** ك,,neg
صنع,صنع,neg
تلفيق,تلفيق,neg
طريف,طريف,neg
بمرح,بمرح,neg
فشل,فشل,neg
فشل,فشل,neg
الفشل,الفشل,neg
فشل,فشل,neg
فشل,فشل,neg
الفشل,الفشل,neg
خافت,خافت,neg
اتكف,اتكف,neg
كافر,كافر,neg
زيف,زيف,neg
خريف,خريف,neg
مغالطات,مغالطات,neg
وهمي,وهمي,neg
باطل,باطل,neg
خواء,خواء,neg
مغالطة,مغالطه,neg
طريح الأرض,طريح الارض,neg
هبوط,هبوط,neg
يسقط,يسقط,neg
السقوط,السقوط,neg
خاطئة,خاطءه,neg
كذب,كذب,neg
على نحو زائف,زاءف,neg
دحض,دحض,neg
تداعى,تداعي,neg
تعثرت,تعثرت,neg
مجاعة,مجاعه,neg
مجوع,مجوع,neg
متعصب,متعصب,neg
متعصب,متعصب,neg
بتعصب,بتعصب,neg
تعصب,تعصب,neg
المتعصبون,المتعصبون,neg
خيالي,خيالي,neg
بعيد الإحتمال,بعيد الاحتمال,neg
مهزلة,مهزله,neg
كوميدي,كوميدي,neg
هزلية-بعد-استفزازية,هزليه استفزازيه,neg
هزلية,هزليه,neg
متكلف,متكلف,neg
فاشية,فاشيه,neg
فاشي,فاشي,neg
شديد الحساسية,شديد الحساسيه,neg
فاستيديوسلي,فاستيديوسلي,neg
fastuous,,neg
دهن,دهن,neg
قطة سمينة,قطه سمينه,neg
القطط السمان-,القط السمان,neg
مميت,ميت,neg
جبري,جبري,neg
جبريا,جبريا,neg
على نحو مهلك,مهلك,neg
قط سمين,قط سمين,neg
fatcats,,neg
مصيري,مصيري,neg
كارثي,كارثي,neg
لا يسبر غوره,يسبر غوره,neg
تعب,تعب,neg
مرهق,مرهق,neg
fatique,,neg
دهني,دهني,neg
حماقة,حماقه,neg
أبله,ابله,neg
بسخافة,بسخافه,neg
خطأ,خطا,neg
أخطاء,اخطاء,neg
خاطئ,خاطء,neg
fawningly,,neg
ترعب,ترعب,neg
خوف,خوف,neg
مخيف,مخيف,neg
بخوف,بخوف,neg
المخاوف,المخاوف,neg
مخيف,مخيف,neg
فارع,فارع,neg
ضعيف,ضعيف,neg
feeblely,,neg
